external_gene_name	E11	E12	E13	E14	E15	E16	E18	P0	CtrlUnInj
PEX5L	0.435	1.615	1.1749999999999998	0.9299999999999999	0.895	1.24	1.06	2.505	95.775
PEX6	10.82	17.495	23.96	16.705	14.535	21.990000000000002	16.85	16.66	10.959999999999999
PEX7	12.25	17.54	16.72	19.17	21.365000000000002	18.265	19.78	22.65	23.185000000000002
PF4	25.555	47.269999999999996	28.215	19.145	36.535	22.82	37.400000000000006	54.44	1.79
PFAS	38.89	41.26	31.3	30.205	12.545	20.125	15.87	10.19	5.7
PFDN1	70.015	90.47	77.81	89.255	79.845	70.64	70.07	115.31	66.78
PFDN2	84.46000000000001	47.325	138.31	136.33499999999998	64.88499999999999	117.1	82.275	117.655	90.465
PFDN4	52.51	93.53999999999999	115.53999999999999	124.87	114.075	103.98	111.15	143.075	45.894999999999996
PFDN5	174.075	288.70500000000004	290.93	402.72	480.98	388.08	396.82000000000005	480.79	247.725
PFDN6	124.485	157.03500000000003	154.745	161.715	154.125	158.485	149.48	145.635	53.275000000000006
PFKFB1	4.115	6.875	4.01	3.45	4.85	3.325	4.205	3.4299999999999997	0.78
PFKFB2	2.755	6.25	11.600000000000001	13.515	17.095	20.79	21.515	14.745000000000001	17.03
PFKFB3	8.765	12.825	16.48	17.73	17.965000000000003	26.91	28.165	21.05	12.979999999999999
PFKFB4	4.79	7.21	9.92	9.760000000000002	12.55	14.985	15.134999999999998	13.32	3.715
PFKL	139.6	125.98499999999999	99.6	80.095	63.07	78.38499999999999	75.88499999999999	46.87	31.09
PFKM	20.490000000000002	35.025	44.44	51.71	57.69	69.06	70.005	68.625	118.915
PFKP	6.365	13.275	24.465	46.835	74.595	133.805	134.02	132.37	81.27000000000001
PFN1	1010.565	1105.5349999999999	909.0	788.6700000000001	670.815	582.44	618.7850000000001	648.245	91.11500000000001
PFN2	95.0	245.885	329.21000000000004	414.375	534.145	515.4200000000001	555.5550000000001	637.96	594.7249999999999
PFN3	0.0	0.07	0.0	0.285	0.64	0.29000000000000004	0.765	1.065	0.2
PFN4	1.19	3.09	4.305	5.745	8.955	6.705	8.184999999999999	12.18	8.775
PFPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
PGA5	0.0	0.015	0.0	0.015	0.0	0.0	0.0	0.0	0.0
PGAM1	625.0450000000001	708.2950000000001	497.3	424.4	416.96500000000003	366.16499999999996	401.875	423.24	366.88
PGAM2	1.545	4.6850000000000005	2.59	1.805	1.7349999999999999	2.065	1.6949999999999998	2.91	5.015
PGAM5	55.68	76.135	71.315	75.485	85.685	85.61	86.495	98.61	39.985
PGAP1	5.1	14.93	25.060000000000002	22.9	33.21	23.555	33.035	11.405	9.08
PGAP2	29.799999999999997	44.91	46.91	42.815	45.129999999999995	44.355	46.325	39.355	14.285
PGAP3	5.465	7.1899999999999995	6.625	6.609999999999999	5.475	5.875	6.075	6.23	3.44
PGBD1	3.22	6.03	4.85	3.375	3.045	2.625	2.44	0.985	1.9500000000000002
PGBD5	1.2000000000000002	4.0	3.84	5.0600000000000005	7.9399999999999995	8.25	7.904999999999999	12.895	43.19499999999999
PGC	0.0	0.02	0.02	0.0	0.0	0.015	0.0	0.03	0.0
PGD	92.775	42.9	93.955	84.805	39.955	77.17	60.045	70.425	13.07
PGF	1.3599999999999999	2.325	4.625	5.3149999999999995	5.475	4.63	4.84	6.720000000000001	1.73
PGGHG	7.949999999999999	12.91	10.905000000000001	7.33	7.494999999999999	7.155	8.129999999999999	4.3100000000000005	1.5250000000000001
PGGT1B	11.32	15.435	19.575	14.02	9.36	12.370000000000001	12.3	5.18	6.395
PGK1	311.73	382.1	291.56	278.375	240.32	211.07999999999998	219.015	184.575	355.78499999999997
PGK2	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.065
PGLS	143.54	180.815	167.83999999999997	169.51	215.63	158.185	170.47	245.425	12.655
PGLYRP1	0.375	0.48	1.855	6.205	16.865000000000002	15.245000000000001	19.28	23.04	8.17
PGLYRP2	0.015	0.06	0.025	0.01	0.01	0.0	0.0	0.0	0.0
PGLYRP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGLYRP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGM1	44.870000000000005	45.94	28.52	26.165	39.46	32.425	38.72	49.965	25.07
PGM2	14.25	22.189999999999998	25.405	25.17	22.73	23.07	24.08	13.175	4.785
PGM2L1	2.085	5.175000000000001	7.625	9.55	10.850000000000001	13.045	13.335	20.795	130.07
PGM3	18.634999999999998	28.244999999999997	31.94	34.33	33.54	34.43	38.355000000000004	26.655	6.755
PGM5	0.105	0.17500000000000002	0.335	0.22000000000000003	0.26	0.22	0.215	0.26	1.865
PGP	92.275	108.08500000000001	94.82499999999999	91.41999999999999	91.075	83.61500000000001	87.94	111.265	24.285
PGPEP1	11.89	25.175	27.2	26.33	23.195	24.12	22.185	11.204999999999998	2.425
PGPEP1L	0.06	0.0	0.0	0.0	0.0	0.07500000000000001	0.0	0.065	0.735
PGR	0.12	0.365	0.24	0.4	0.525	0.865	0.9750000000000001	2.265	10.525
PGR15L	0.005	0.0	0.005	0.0	0.02	0.04	0.0	0.31	0.24
PGRMC1	194.785	307.395	346.09000000000003	376.54499999999996	520.4549999999999	415.37	510.15	537.49	338.67
PGRMC2	16.46	22.705	30.465	21.979999999999997	16.595	26.189999999999998	22.65	23.634999999999998	38.540000000000006
PGS1	24.085	35.42	37.765	37.754999999999995	39.095	44.535	45.224999999999994	43.519999999999996	23.735000000000003
PHACTR1	2.69	9.185	15.915	27.68	43.12	63.805	63.015	83.38499999999999	141.325
PHACTR2	7.055	12.715	9.684999999999999	6.625	6.574999999999999	6.545	7.445	5.1850000000000005	8.075
PHACTR3	2.4699999999999998	9.83	14.2	23.770000000000003	52.195	46.355000000000004	54.0	83.475	52.980000000000004
PHACTR4	12.835	23.57	20.045	15.059999999999999	9.975	9.96	9.93	3.55	2.725
PHAX	68.21000000000001	88.485	105.37	120.15	116.04499999999999	116.515	121.735	140.39499999999998	27.714999999999996
PHB	146.845	156.065	142.01999999999998	151.665	178.815	152.365	168.125	160.49	68.84
PHB2	266.985	309.645	276.16499999999996	241.685	203.15499999999997	225.98000000000002	210.45999999999998	229.9	48.51
PHC1	15.145	33.995000000000005	29.665	26.195	26.835	29.025	28.045	19.744999999999997	11.57
PHC2	12.685	109.155	83.565	30.11	28.495	78.5	27.86	45.505	22.165000000000003
PHC3	2.865	5.35	5.9350000000000005	5.58	4.375	5.85	5.55	3.9450000000000003	13.29
PHEX	0.07500000000000001	0.12	0.15000000000000002	0.1	0.175	0.16	0.265	0.060000000000000005	0.9400000000000001
PHF1	1.4300000000000002	3.465	6.7	7.1899999999999995	8.795	13.68	11.57	17.47	12.899999999999999
PHF10	15.844999999999999	27.935000000000002	21.17	17.86	20.75	14.46	16.939999999999998	10.92	35.845
PHF11A	0.025	0.1	0.04	0.0	0.0	0.060000000000000005	0.0	0.045	0.04
PHF11B	0.13	0.21500000000000002	0.185	0.10500000000000001	0.295	0.18	0.245	0.42000000000000004	0.27
PHF11C	0.355	0.565	0.575	0.35	0.195	0.245	0.305	0.095	0.32
PHF11D	0.105	0.23500000000000001	0.18	0.09000000000000001	0.2	0.29000000000000004	0.20500000000000002	0.57	0.8049999999999999
PHF12	10.355	24.03	24.355	19.03	14.379999999999999	20.325000000000003	16.135	6.5649999999999995	14.219999999999999
PHF13	13.655000000000001	22.07	21.4	15.385	11.135	17.075000000000003	15.465	12.025	5.51
PHF14	35.215	60.47	79.925	68.55	56.629999999999995	55.834999999999994	52.575	40.405	29.585
PHF19	1.1600000000000001	3.09	2.885	2.565	3.0	2.9349999999999996	3.06	1.11	0.28
PHF2	4.38	11.965	11.48	9.355	9.65	9.495000000000001	10.120000000000001	3.755	8.18
PHF20	39.41	67.6	86.08	105.66499999999999	103.72	123.17	131.655	106.47999999999999	26.525
PHF20L1	7.525	16.63	19.490000000000002	19.795	23.884999999999998	27.155	26.505	10.620000000000001	17.72
PHF21A	21.840000000000003	30.35	35.965	36.135	31.854999999999997	38.675	37.375	24.854999999999997	19.41
PHF21B	3.92	23.33	17.345	13.95	26.490000000000002	9.905000000000001	16.935	2.23	4.21
PHF23	51.97	49.535	78.93	66.065	41.875	60.975	49.595	41.475	22.770000000000003
PHF24	0.225	1.315	3.86	7.37	11.98	17.14	17.43	32.805	83.6
PHF3	16.025	33.7	40.114999999999995	33.095	45.8	37.315	44.56	21.715	28.92
PHF5A	165.51	184.98000000000002	151.345	165.26	162.46	127.805	138.535	115.72999999999999	27.950000000000003
PHF6	57.78	95.5	104.18	83.965	88.02	79.555	95.97	34.879999999999995	18.065
PHF7	6.6899999999999995	9.615	10.655000000000001	9.715	9.045	8.925	8.67	8.91	2.305
PHF8	14.36	25.795	24.240000000000002	19.44	16.575	16.515	19.91	5.475	11.125
PHGDH	227.72500000000002	277.12	227.66500000000002	214.845	193.57999999999998	158.43	172.22	131.01	39.325
PHGR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
PHIP	64.385	116.795	143.57	134.06	78.595	122.53999999999999	105.73	27.299999999999997	16.455
PHKA1	3.6500000000000004	6.045	6.075	4.28	3.355	3.6100000000000003	3.695	2.39	7.33
PHKA2	8.925	17.564999999999998	17.005000000000003	12.2	9.52	10.265	10.975	4.02	9.9
PHKB	27.465	35.614999999999995	35.785	29.06	27.985	23.740000000000002	25.025	15.545	21.615000000000002
PHKG1	0.08499999999999999	0.185	0.16999999999999998	0.195	0.055	0.195	0.215	0.665	8.185
PHKG2	22.915	45.06	46.315	47.855000000000004	48.935	48.125	50.405	43.885000000000005	35.375
PHLDA1	7.595000000000001	10.305	14.96	17.369999999999997	19.82	19.93	21.55	25.955	9.725
PHLDA2	0.585	1.245	0.515	0.2	0.22000000000000003	0.3	0.325	0.19	0.0
PHLDA3	11.32	18.145	13.085	10.055	14.29	13.375	14.760000000000002	24.975	17.279999999999998
PHLDB1	22.564999999999998	35.575	52.334999999999994	32.21	31.435	40.765	38.185	28.939999999999998	30.134999999999998
PHLDB2	15.280000000000001	24.009999999999998	26.034999999999997	10.075	5.96	6.025	6.845000000000001	3.0599999999999996	2.62
PHLDB3	0.0	0.025	0.01	0.01	0.0	0.0	0.0	0.0	0.02
PHLPP1	2.88	8.43	8.129999999999999	6.984999999999999	7.155	6.745	6.65	3.7	19.605
PHLPP2	1.3900000000000001	3.42	2.895	2.7199999999999998	3.585	3.63	3.665	1.93	9.835
PHOSPHO1	0.03	0.29000000000000004	0.12	0.12	0.07	0.215	0.175	0.07	17.245
PHOSPHO2	16.17	29.115	28.28	31.045	37.015	30.96	36.379999999999995	26.155	29.835
PHOX2A	0.01	0.13	0.0	0.04	0.015	0.0	0.0	0.015	0.0
PHOX2B	0.02	0.035	0.025	0.0	0.0	0.02	0.0	0.005	0.025
PHPT1	88.075	121.83500000000001	127.98500000000001	152.285	162.095	126.13499999999999	132.335	151.67000000000002	33.165
PHRF1	64.58500000000001	77.95	84.86	69.60499999999999	59.08	63.94	69.625	25.34	17.035
PHTF1	17.939999999999998	38.269999999999996	42.48	26.32	28.02	23.12	26.115000000000002	11.665	23.674999999999997
PHTF1OS	1.87	4.039999999999999	4.15	3.035	4.2	3.165	3.415	1.395	0.815
PHTF2	12.204999999999998	20.05	20.02	17.97	17.810000000000002	18.814999999999998	22.42	12.190000000000001	8.465
PHXR4	1.175	4.695	3.365	2.92	0.55	2.54	1.09	0.30000000000000004	0.06
PHYH	20.205	37.135000000000005	36.09	34.32	44.91	39.46	42.375	62.230000000000004	120.515
PHYHD1	1.655	3.05	4.28	5.029999999999999	5.43	6.785	6.655	4.789999999999999	11.2
PHYHIP	0.725	1.245	1.21	1.895	2.575	3.7199999999999998	3.705	19.744999999999997	141.215
PHYHIPL	10.09	25.86	47.67	72.515	90.93	100.965	110.66499999999999	161.25	156.81
PHYKPL	8.805	12.635	13.03	11.44	7.9399999999999995	10.66	9.5	6.43	2.735
PI15	0.005	0.005	0.01	0.025	0.01	0.055	0.025	0.055	0.225
PI16	0.435	0.5349999999999999	1.78	1.4	0.985	1.38	1.025	1.71	0.26
PI4K2A	9.645	18.5	20.5	12.455	12.120000000000001	20.695	17.745	20.060000000000002	19.215
PI4K2B	7.925	14.690000000000001	14.64	6.425	6.19	4.675000000000001	5.505000000000001	1.555	1.31
PI4KA	21.174999999999997	41.335	52.8	39.42	42.67	47.864999999999995	49.894999999999996	31.589999999999996	81.87
PI4KB	11.56	18.84	17.815	20.759999999999998	25.689999999999998	21.845	26.215	21.43	17.56
PIANP	0.98	1.98	6.39	12.93	22.525	26.215	28.699999999999996	54.94	56.485
PIAS1	20.595	36.974999999999994	38.155	35.92	37.795	36.215	41.285	24.0	16.689999999999998
PIAS2	38.975	73.265	74.895	69.56	61.239999999999995	68.805	72.44999999999999	40.725	33.635
PIAS3	25.795	33.915	35.425	24.95	15.21	23.314999999999998	19.41	25.28	9.22
PIAS4	31.525	47.165	43.400000000000006	46.585	37.575	47.004999999999995	40.16	27.3	6.525
PIBF1	7.605	13.469999999999999	14.280000000000001	13.405000000000001	12.895	12.815	13.95	7.525	6.865
PICALM	7.805	15.32	18.915	18.75	23.085	19.0	21.28	16.759999999999998	76.59
PICK1	26.82	24.490000000000002	54.8	59.99	35.29	68.46000000000001	52.065	57.97	23.05
PID1	8.045	25.04	42.125	50.665	40.735	51.325	47.795	40.97	27.03
PIDD1	13.97	17.675	14.745000000000001	10.12	4.529999999999999	7.155	5.65	1.9649999999999999	0.81
PIEZO1	4.02	4.824999999999999	4.0	1.4249999999999998	1.1400000000000001	1.94	2.105	1.13	1.2999999999999998
PIEZO2	1.605	3.565	3.175	1.255	1.52	0.9750000000000001	1.265	1.1400000000000001	0.27999999999999997
PIF1	17.04	22.93	25.705	17.725	5.035	9.96	6.1899999999999995	0.76	0.045
PIFO	1.005	1.0750000000000002	1.6349999999999998	3.83	6.735	5.035	5.005	9.585	1.57
PIGA	11.765	13.475	11.254999999999999	8.86	6.44	6.865	6.640000000000001	2.515	6.205
PIGB	8.239999999999998	14.19	9.94	8.305	10.14	10.185	11.254999999999999	7.66	5.54
PIGC	12.305	23.5	23.740000000000002	25.310000000000002	31.865000000000002	26.73	30.740000000000002	18.29	12.89
PIGF	28.925	32.69	31.35	32.92	29.525	26.17	28.07	26.57	21.630000000000003
PIGG	4.555	3.175	6.404999999999999	5.325	2.04	5.24	4.27	1.455	7.574999999999999
PIGH	17.47	22.595	22.185	19.285	14.559999999999999	15.415	15.335	8.209999999999999	9.0
PIGK	18.47	26.05	26.63	23.4	30.165	25.07	29.759999999999998	36.165	25.65
PIGL	10.68	12.01	8.685	5.765	4.8	4.475	5.055	4.449999999999999	3.605
PIGM	5.8149999999999995	11.31	9.255	4.895	4.199999999999999	3.875	3.955	1.81	4.225
PIGN	6.6	11.844999999999999	13.774999999999999	8.23	8.67	7.904999999999999	8.93	3.75	7.22
PIGO	12.625	20.575	21.255000000000003	19.354999999999997	15.26	19.395000000000003	16.549999999999997	16.21	5.5
PIGP	50.385000000000005	76.15	88.71000000000001	102.9	97.555	97.35499999999999	90.185	117.155	83.13
PIGQ	36.91	48.42	39.355000000000004	37.85	38.56	38.614999999999995	41.875	46.7	33.785
PIGR	0.0	0.0	0.0	0.005	0.0	0.005	0.0	0.0	0.07
PIGS	41.835	55.504999999999995	50.1	48.71	41.225	48.205	47.64	59.8	15.715
PIGT	21.865000000000002	44.105	36.445	41.19	58.19499999999999	47.565	55.425	78.205	20.34
PIGU	29.66	44.53	39.035	39.025000000000006	56.695	41.615	52.83	42.865	18.395
PIGV	9.105	13.71	14.48	11.575	6.27	13.7	9.91	9.17	2.77
PIGW	1.7999999999999998	3.02	2.6799999999999997	2.18	3.465	2.4	3.045	1.555	4.74
PIGX	77.61500000000001	107.13	104.985	121.485	121.31	103.66	105.5	100.84	21.625
PIGYL	29.955	48.575	53.305	69.36	85.37	72.66499999999999	70.64999999999999	108.09	28.64
PIGZ	0.7050000000000001	0.8500000000000001	1.125	1.8449999999999998	1.365	2.085	1.095	2.535	6.9799999999999995
PIH1D1	53.755	81.49000000000001	79.37	80.965	87.77	79.675	78.675	65.61500000000001	17.424999999999997
PIH1D2	3.9299999999999997	6.265000000000001	6.98	4.58	4.58	3.88	3.625	4.77	3.475
PIH1D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIH1H3B	0.0	0.0	0.0	0.0	0.0	0.05	0.025	0.055	0.2
PIK3AP1	1.165	2.475	1.9100000000000001	0.71	1.0750000000000002	1.1749999999999998	1.275	1.69	0.585
PIK3C2A	9.225	15.07	14.5	6.92	7.26	5.8149999999999995	7.295	1.8849999999999998	10.375
PIK3C2B	7.39	19.93	17.705	12.965	8.71	14.085	11.56	5.465	3.5100000000000002
PIK3C2G	0.08	0.16	0.085	0.09	0.06	0.055	0.265	0.265	0.125
PIK3C3	12.350000000000001	21.240000000000002	24.095	25.92	27.939999999999998	27.505000000000003	31.544999999999998	17.575	19.07
PIK3CA	3.525	11.989999999999998	11.76	13.785	15.075	13.344999999999999	14.61	6.4	25.715
PIK3CB	1.085	1.27	2.88	3.48	4.0649999999999995	3.0149999999999997	3.5999999999999996	1.7999999999999998	9.125
PIK3CD	2.415	5.26	8.17	7.035	8.975	14.275	13.555	9.705	4.66
PIK3CG	0.355	1.06	0.85	0.48	1.145	0.7250000000000001	1.13	0.86	1.0
PIK3IP1	3.21	8.06	10.81	17.259999999999998	23.4	29.32	29.595	28.845	13.075
PIK3R1	6.465	13.585	17.57	18.49	28.18	32.675	32.685	36.285	61.03
PIK3R2	37.17	47.79	62.725	70.305	60.345	105.16499999999999	99.275	127.285	29.61
PIK3R3	22.125	50.545	79.295	68.58500000000001	66.84	66.21000000000001	75.15	21.905	26.009999999999998
PIK3R4	10.145	17.34	18.705	12.55	12.295000000000002	14.135	13.435	8.175	9.055
PIK3R5	0.45999999999999996	0.785	0.225	0.1	0.13	0.135	0.14500000000000002	0.32999999999999996	0.74
PIK3R6	0.865	1.38	1.09	0.765	1.1749999999999998	1.545	1.575	1.1400000000000001	1.1300000000000001
PIKFYVE	7.79	17.345	15.525	11.475	16.31	12.055	13.434999999999999	7.38	10.615
PILRA	0.27	0.14	0.14	0.375	0.42000000000000004	0.35	0.145	0.19	0.365
PILRB1	0.0	0.0	0.025	0.02	0.0	0.0	0.0	0.08499999999999999	0.0
PILRB2	0.0	0.0	0.0	0.0	0.015	0.03	0.035	0.035	0.0
PIM1	10.5	10.95	11.33	11.26	7.79	8.605	6.475	6.15	1.41
PIM2	6.585	8.48	9.73	10.92	11.024999999999999	13.975	13.59	17.854999999999997	22.61
PIM3	17.61	28.439999999999998	37.085	34.755	36.995	50.825	43.03	46.735	12.525
PIMREG	147.81	186.25	156.29500000000002	135.305	92.775	69.97	75.67	17.985	0.175
PIN1	46.99	53.825	45.455	55.285	60.09	52.725	54.53	58.53	16.05
PIN1RT1	0.065	0.02	0.065	0.06	0.045	0.1	0.08499999999999999	0.02	0.0
PIN4	40.725	55.85	64.65	60.57	54.345	51.485	46.205	51.375	61.795
PINC	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PINK1	13.945	16.25	45.855	52.724999999999994	37.88	77.935	56.625	129.155	178.02999999999997
PINLYP	0.04	0.05	0.0	0.0	0.14500000000000002	0.28	0.045	0.025	0.0
PINX1	18.185000000000002	25.035	20.945	16.495	15.81	11.850000000000001	13.995000000000001	13.274999999999999	3.9450000000000003
PIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIP4K2A	3.8200000000000003	7.32	8.24	6.75	9.7	9.465	9.915	7.555	49.334999999999994
PIP4K2B	0.915	1.475	2.255	3.215	5.41	3.695	4.315	3.755	33.95
PIP4K2C	10.18	11.805	14.5	13.92	13.035	18.775	18.065	14.86	33.195
PIP5K1A	10.48	10.715	18.295	17.0	12.875	17.405	15.575	11.969999999999999	21.3
PIP5K1B	1.0350000000000001	1.7850000000000001	1.33	1.15	1.6099999999999999	1.31	1.6600000000000001	1.3050000000000002	9.315
PIP5K1C	33.375	59.09	75.4	66.64	80.03999999999999	103.39	106.565	101.78999999999999	87.11999999999999
PIP5KL1	0.99	1.6600000000000001	2.355	2.19	4.05	3.25	3.695	5.904999999999999	3.6599999999999997
PIPOX	5.46	11.760000000000002	12.82	11.55	8.95	8.815000000000001	8.465	3.35	1.08
PIR	9.004999999999999	9.16	4.795	3.265	3.395	2.475	3.4050000000000002	4.39	5.135
PIRA2	0.01	0.0	0.06	0.02	0.04	0.01	0.04	0.05500000000000001	0.025
PIRB	0.12000000000000001	0.15	0.14	0.155	0.115	0.245	0.225	0.20500000000000002	0.13
PIRT	0.015	0.29000000000000004	0.255	0.12000000000000001	0.085	0.049999999999999996	0.19	0.07	0.21
PISD	43.175	57.07	66.635	75.715	88.225	86.93	93.83500000000001	82.75999999999999	29.655
PISD-PS1	9.645	42.875	96.96000000000001	113.26499999999999	57.805	93.82	78.545	87.99000000000001	28.41
PISD-PS2	3.245	15.6	27.0	24.97	23.65	16.939999999999998	23.37	25.64	4.994999999999999
PITHD1	40.59	52.47	51.004999999999995	43.370000000000005	47.935	44.345	48.325	74.52000000000001	58.974999999999994
PITPNA	32.795	66.17	78.65	58.120000000000005	81.20500000000001	78.13	78.78999999999999	78.28999999999999	182.64499999999998
PITPNB	67.63499999999999	96.96000000000001	86.61500000000001	82.245	80.775	77.215	84.69999999999999	68.61	47.335
PITPNC1	16.005	27.845	30.125	29.884999999999998	29.825	37.36	38.5	34.735	30.490000000000002
PITPNM1	7.34	12.004999999999999	17.52	21.240000000000002	28.725	34.58	37.435	62.045	40.33
PITPNM2	1.375	5.545	6.4399999999999995	4.945	8.75	9.225	10.945	8.18	35.415
PITPNM2OS1	0.205	0.075	0.13	0.08499999999999999	0.05	0.09	0.12000000000000001	0.065	0.0
PITPNM3	0.015	0.25	0.405	0.54	0.975	1.31	1.415	2.195	14.055
PITRM1	58.98	73.75	59.555	40.94	39.18	31.424999999999997	36.209999999999994	19.325	10.695
PITX1	1.32	0.685	1.855	0.02	0.0	0.0	0.15	0.0	0.0
PITX2	7.18	8.365	18.28	12.585	9.74	2.79	6.23	4.16	0.6699999999999999
PITX3	0.115	0.035	0.1	0.195	0.05500000000000001	0.02	0.12000000000000001	0.175	0.21
PIWIL1	0.01	0.0	0.025	0.065	0.005	0.12	0.135	0.29000000000000004	0.045000000000000005
PIWIL2	0.060000000000000005	0.055	0.045	0.04	0.030000000000000002	0.015	0.04	0.03	0.28500000000000003
PIWIL4	0.065	0.025	0.095	0.01	0.115	0.14500000000000002	0.10500000000000001	0.125	0.0
PJA1	115.98	181.845	237.36	265.615	298.815	309.995	335.21500000000003	330.19	110.275
PJA2	27.185	55.06	69.36	78.505	114.81	109.25	132.715	144.29	274.01
PJVK	0.39	0.835	0.935	0.895	1.06	0.585	1.1300000000000001	0.4	0.065
PKD1	3.115	7.55	7.225	5.279999999999999	5.885	7.220000000000001	6.88	2.775	7.74
PKD1L1	0.005	0.065	0.065	0.05500000000000001	0.08499999999999999	0.24	0.11	0.11	0.0
PKD1L2	0.0	0.030000000000000002	0.025	0.015	0.0	0.02	0.0	0.045	0.03
PKD1L3	0.04	0.055	0.06	0.035	0.025	0.025	0.03	0.045	0.13
PKD2	4.109999999999999	10.815000000000001	11.105	5.865	5.75	6.789999999999999	6.1	4.27	12.71
PKD2L1	0.08	0.255	0.22499999999999998	0.12000000000000001	0.12	0.08499999999999999	0.06	0.045	0.505
PKD2L2	0.86	2.415	2.795	1.935	2.615	3.115	3.3049999999999997	1.6549999999999998	0.39499999999999996
PKDCC	3.49	7.819999999999999	7.48	5.6	6.885	5.845000000000001	5.359999999999999	3.395	2.33
PKDREJ	0.03	0.030000000000000002	0.045	0.01	0.04	0.04	0.04	0.07	0.21500000000000002
PKHD1	0.0	0.01	0.005	0.005	0.01	0.01	0.01	0.005	0.01
PKHD1L1	0.12000000000000001	0.36	0.20500000000000002	0.01	0.01	0.01	0.02	0.015	0.065
PKIA	23.875	71.13499999999999	101.485	125.47999999999999	270.67499999999995	209.445	284.51	349.895	168.085
PKIB	1.04	1.7149999999999999	1.39	2.08	1.22	1.75	2.125	4.28	9.495000000000001
PKIG	116.1	151.525	129.45	140.40499999999997	144.805	132.67	144.345	180.14	69.4
PKLR	2.73	1.895	0.12000000000000001	0.15	0.035	0.065	0.035	0.1	0.0
PKM	1765.415	1777.6599999999999	1460.625	1321.105	1025.315	923.89	959.735	586.265	425.61
PKMYT1	30.03	42.08	34.035	28.665	15.975	19.695	17.535	10.955	1.595
PKN1	15.809999999999999	23.03	30.715	21.425	17.244999999999997	26.44	21.875	18.580000000000002	11.565000000000001
PKN2	28.64	40.43	48.120000000000005	32.715	21.615000000000002	26.765	22.67	14.39	14.355
PKN3	6.904999999999999	9.04	8.399999999999999	5.115	2.005	3.0300000000000002	2.5300000000000002	0.7050000000000001	0.49
PKNOX1	9.690000000000001	22.130000000000003	23.845	23.14	28.055	24.45	27.979999999999997	13.785	3.36
PKNOX2	19.47	17.465	23.29	17.5	11.114999999999998	17.284999999999997	16.955	23.285	18.235
PKP1	0.025	0.075	0.14	0.015	0.005	0.015	0.034999999999999996	0.04	0.09
PKP2	3.97	3.35	2.17	1.03	0.745	0.72	0.825	0.585	3.095
PKP3	1.87	1.65	1.425	0.175	0.0	0.09	0.265	0.1	0.035
PKP4	11.06	19.93	15.899999999999999	17.205	20.604999999999997	19.185000000000002	20.735	16.385	93.83000000000001
PLA1A	0.01	0.13	0.24	0.21000000000000002	0.28500000000000003	0.22000000000000003	0.27	0.735	0.66
PLA2G10	0.13999999999999999	0.16	0.165	0.3	0.125	0.11499999999999999	0.255	0.13	0.0
PLA2G10OS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G12A	20.21	27.439999999999998	25.560000000000002	24.42	31.47	25.83	29.64	44.989999999999995	10.85
PLA2G12B	0.02	0.0	0.025	0.03	0.0	0.03	0.0	0.0	0.0
PLA2G15	7.1	5.720000000000001	11.81	10.98	5.91	14.855	10.295	11.385	7.880000000000001
PLA2G1B	0.0	0.0	0.16999999999999998	0.0	0.0	0.095	0.0	0.0	0.0
PLA2G2A	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.08499999999999999	0.0
PLA2G2C	0.245	0.355	0.175	0.3	0.29	0.15500000000000003	0.215	0.3	0.03
PLA2G2D	0.05	0.03	0.055	0.03	0.175	0.08	0.075	0.11	0.20500000000000002
PLA2G2E	0.04	0.0	0.085	0.0	0.0	0.075	0.0	0.0	0.0
PLA2G2F	0.0	0.04	0.0	0.01	0.045000000000000005	0.03	0.060000000000000005	0.01	0.285
PLA2G3	0.755	0.55	0.51	0.425	0.44	0.45999999999999996	0.63	9.08	1.16
PLA2G4A	2.565	3.165	2.385	1.1	1.1749999999999998	1.005	1.185	0.845	4.755
PLA2G4B	1.24	1.31	2.855	1.38	1.2349999999999999	1.735	1.65	0.265	1.1800000000000002
PLA2G4C	1.3900000000000001	1.985	1.47	1.09	0.29	0.525	0.48	0.065	0.24000000000000002
PLA2G4D	0.07	0.055	0.005	0.005	0.015	0.0	0.04	0.125	0.015
PLA2G4E	0.01	0.045000000000000005	0.09	0.315	1.175	1.46	1.835	6.404999999999999	1.735
PLA2G4F	0.01	0.025	0.0	0.0	0.0	0.0	0.025	0.005	0.035
PLA2G5	0.41000000000000003	0.255	0.195	0.27999999999999997	0.7250000000000001	0.505	0.9450000000000001	1.1	1.4
PLA2G6	11.29	15.05	20.335	18.634999999999998	12.765	18.655	16.555	10.705	5.355
